GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC01_EST_VC09,HC01_MOE_VC09,HC02_EST_VC09,HC02_MOE_VC09,HC01_EST_VC10,HC01_MOE_VC10,HC02_EST_VC10,HC02_MOE_VC10,HC01_EST_VC12,HC01_MOE_VC12,HC02_EST_VC12,HC02_MOE_VC12,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC01_EST_VC16,HC01_MOE_VC16,HC02_EST_VC16,HC02_MOE_VC16,HC01_EST_VC17,HC01_MOE_VC17,HC02_EST_VC17,HC02_MOE_VC17,HC01_EST_VC18,HC01_MOE_VC18,HC02_EST_VC18,HC02_MOE_VC18,HC01_EST_VC19,HC01_MOE_VC19,HC02_EST_VC19,HC02_MOE_VC19,HC01_EST_VC23,HC01_MOE_VC23,HC02_EST_VC23,HC02_MOE_VC23,HC01_EST_VC24,HC01_MOE_VC24,HC02_EST_VC24,HC02_MOE_VC24,HC01_EST_VC25,HC01_MOE_VC25,HC02_EST_VC25,HC02_MOE_VC25,HC01_EST_VC26,HC01_MOE_VC26,HC02_EST_VC26,HC02_MOE_VC26,HC01_EST_VC27,HC01_MOE_VC27,HC02_EST_VC27,HC02_MOE_VC27,HC01_EST_VC28,HC01_MOE_VC28,HC02_EST_VC28,HC02_MOE_VC28,HC01_EST_VC32,HC01_MOE_VC32,HC02_EST_VC32,HC02_MOE_VC32,HC01_EST_VC33,HC01_MOE_VC33,HC02_EST_VC33,HC02_MOE_VC33,HC01_EST_VC34,HC01_MOE_VC34,HC02_EST_VC34,HC02_MOE_VC34,HC01_EST_VC35,HC01_MOE_VC35,HC02_EST_VC35,HC02_MOE_VC35,HC01_EST_VC36,HC01_MOE_VC36,HC02_EST_VC36,HC02_MOE_VC36,HC01_EST_VC37,HC01_MOE_VC37,HC02_EST_VC37,HC02_MOE_VC37,HC01_EST_VC38,HC01_MOE_VC38,HC02_EST_VC38,HC02_MOE_VC38,HC01_EST_VC41,HC01_MOE_VC41,HC02_EST_VC41,HC02_MOE_VC41,HC01_EST_VC42,HC01_MOE_VC42,HC02_EST_VC42,HC02_MOE_VC42,HC01_EST_VC43,HC01_MOE_VC43,HC02_EST_VC43,HC02_MOE_VC43
8600000US75020,75020,ZCTA5 75020,8945,375,41177,3709,84.3,2.3,45475,4875,8.3,1.9,23906,3671,2.0,0.9,19783,19934,0.5,0.4,47250,66290,0.0,0.4,-,**,3.7,1.3,34392,8033,1.2,0.7,21771,29261,5.6,1.6,33142,6826,82.5,2.6,45746,4901,5.5,1.6,33958,30548,26.5,2.5,43803,7277,40.6,2.8,49974,7439,27.3,2.0,33542,3917,6004,288,54100,3868,41.3,3.7,42051,6227,58.7,3.7,61270,4311,67.0,3.7,66482,4187,26.1,3.7,24766,6904,6.8,2.2,28224,4095,2941,375,22275,3455,59.6,5.0,22000,3002,52.9,5.0,21040,1977,6.6,3.1,47326,24430,40.4,5.0,24076,9932,34.8,4.6,24239,9647,5.7,2.8,19837,40470,37.6,(X),(X),(X),38.6,(X),(X),(X),34.9,(X),(X),(X)
8600000US75021,75021,ZCTA5 75021,3198,197,45733,6536,88.6,3.2,45028,7419,4.2,2.3,52750,29400,3.1,1.8,20536,36997,1.5,1.3,113657,53662,0.0,1.2,-,**,1.2,1.2,57778,45807,1.5,1.2,22361,30412,2.1,1.5,38250,15913,87.7,3.4,45483,7620,2.7,2.1,45446,68901,26.6,4.4,57578,21933,47.2,5.2,55476,13506,23.5,3.7,31250,12003,2227,196,61860,7464,39.3,5.4,48464,15180,60.7,5.4,70444,11349,72.1,6.6,71099,8888,15.9,4.6,36993,7949,12.0,5.7,36484,41104,971,180,20179,5328,62.3,11.1,19503,3184,57.4,11.6,18914,3491,4.9,3.3,32500,39482,37.7,11.1,25000,18172,27.6,8.5,14196,8366,10.1,6.9,40263,59166,39.4,(X),(X),(X),40.1,(X),(X),(X),29.4,(X),(X),(X)
8600000US75022,75022,ZCTA5 75022,6744,148,141625,7241,86.6,2.6,142961,6549,1.5,1.0,112019,87422,0.2,0.2,156875,138408,7.5,1.8,109024,52904,0.0,0.6,-,**,1.2,1.1,146438,209357,2.9,1.7,115600,11743,5.3,2.1,116806,17482,83.9,2.9,143423,6447,0.5,0.8,23945,911,40.5,3.4,142319,7617,52.1,3.8,149522,16838,6.9,1.8,69769,10769,5956,199,146564,5759,69.8,3.7,146334,6139,30.2,3.7,148558,15838,91.5,2.4,150909,10146,6.5,2.1,55911,3634,2.0,1.1,111058,16330,788,221,63750,24986,66.8,12.5,65789,20517,57.2,13.6,66102,22587,9.5,9.6,49495,92593,33.2,12.5,47857,41876,26.0,10.7,31821,51400,7.2,6.4,64063,52764,18.2,(X),(X),(X),18.1,(X),(X),(X),18.7,(X),(X),(X)
8600000US75023,75023,ZCTA5 75023,17502,401,75060,2614,80.3,2.0,76139,3088,7.6,1.3,51773,12237,0.5,0.3,71786,25563,9.0,1.4,82944,8946,0.1,0.1,-,**,1.3,0.6,69000,13711,1.2,0.5,61375,30399,11.0,1.5,50526,12976,70.7,2.3,80186,4236,2.5,0.8,30417,18380,37.3,1.9,77202,3966,44.9,1.9,85278,4469,15.4,1.4,50483,5846,12666,437,83754,2693,47.7,2.7,82583,4920,52.3,2.7,84419,4559,80.1,2.3,96625,3229,14.7,1.9,40185,5446,5.2,1.4,70139,15782,4836,394,48602,2342,54.0,4.6,44140,5169,48.1,4.3,42344,4524,5.9,2.5,67188,31068,46.0,4.6,52230,16249,35.2,4.8,48704,6254,10.9,3.6,71396,3745,24.1,(X),(X),(X),24.7,(X),(X),(X),21.8,(X),(X),(X)
8600000US75024,75024,ZCTA5 75024,14542,353,89349,6700,66.7,2.7,85377,7685,7.0,1.8,51907,5338,0.3,0.2,50875,147516,24.3,2.2,110377,10182,0.1,0.2,-,**,1.0,0.6,42898,25056,0.7,0.4,84318,148217,6.5,2.1,67300,15848,61.4,2.8,87489,8575,6.1,2.0,32422,15681,53.6,3.0,88084,5885,34.4,2.5,112864,10811,5.9,1.3,54714,18126,9095,403,121067,9153,57.5,3.5,126303,10107,42.5,3.5,112188,9868,85.2,3.3,130050,7941,10.4,2.6,58083,20581,4.4,2.1,131042,41697,5447,445,54026,3962,48.2,6.1,46970,8819,42.9,6.5,44123,6624,5.3,2.6,84074,40932,51.8,6.1,66442,5347,41.0,6.4,59583,16309,10.8,4.5,98348,14195,21.8,(X),(X),(X),19.2,(X),(X),(X),26.1,(X),(X),(X)
8600000US75025,75025,ZCTA5 75025,18011,322,106531,3421,69.6,1.4,102228,3740,6.2,1.1,89063,29103,0.3,0.3,12371,68889,21.1,1.4,131545,8411,0.1,0.1,-,**,1.3,0.5,85644,25269,1.4,0.6,72917,30139,5.7,1.2,73500,20213,65.2,1.7,104655,4475,2.5,0.9,39350,17276,45.1,1.6,108226,5922,44.0,1.9,118438,5792,8.4,1.2,55853,6321,13955,422,121734,4675,60.8,2.0,130975,5331,39.2,2.0,110758,5944,87.1,2.1,133192,3313,9.5,1.7,50764,10840,3.4,1.2,68527,13364,4056,383,51984,2857,64.0,6.2,46306,7487,55.0,5.8,47522,9164,9.0,3.8,45179,27460,36.0,6.2,71250,13999,30.4,5.9,67708,25448,5.6,2.9,75893,25555,19.6,(X),(X),(X),19.3,(X),(X),(X),20.1,(X),(X),(X)
8600000US75028,75028,ZCTA5 75028,13717,274,110320,4743,87.2,2.0,111588,5111,4.2,1.3,129948,27218,1.1,0.6,42013,81479,5.5,1.8,77031,28057,0.2,0.3,-,**,0.7,0.6,238409,25583,1.1,0.7,125441,43849,7.3,1.8,117938,28732,80.9,2.8,111593,5385,0.6,0.5,50074,45071,39.6,2.4,113896,5343,51.9,2.5,119487,6641,7.9,1.1,49500,10262,11705,332,115984,6006,60.3,2.6,115462,8468,39.7,2.6,116380,7565,87.4,2.3,124340,4887,9.1,2.0,58564,8104,3.4,1.3,69946,61569,2012,295,61443,8298,68.2,8.0,49914,11555,61.7,7.4,47111,10781,6.5,3.6,125809,8748,31.8,8.0,86282,17785,28.4,7.5,86410,23962,3.4,2.5,84688,85317,16.9,(X),(X),(X),16.4,(X),(X),(X),17.0,(X),(X),(X)
8600000US75032,75032,ZCTA5 75032,9541,342,92526,6978,90.2,2.1,96484,7017,4.5,1.0,74844,29395,0.3,0.4,59375,19906,1.0,0.7,131111,51422,0.1,0.2,-,**,3.0,1.5,63098,36793,0.8,0.8,159009,141230,12.1,2.1,74133,13297,81.5,2.5,98496,6848,1.5,0.8,21319,13393,40.9,3.0,92136,12335,43.8,2.8,103472,9307,13.8,2.0,50909,11129,7765,329,99766,9625,56.3,3.1,98690,10660,43.7,3.1,103843,14289,82.4,3.3,112691,7259,11.6,2.5,47407,14130,6.1,2.3,85882,17905,1776,330,42136,7224,59.7,9.3,36912,8071,54.6,9.5,34803,7371,5.1,4.0,49444,59871,40.3,9.3,78511,32752,27.4,9.4,65278,55112,13.0,6.6,126406,68354,27.5,(X),(X),(X),26.7,(X),(X),(X),27.5,(X),(X),(X)
8600000US75034,75034,ZCTA5 75034,22540,466,111841,4483,80.9,1.8,115658,5368,7.0,1.2,95147,19045,0.7,0.5,70938,56715,7.9,1.1,106888,18276,0.1,0.2,-,**,1.1,0.6,60688,51635,2.3,0.9,72188,17873,11.3,1.6,56288,6115,71.1,2.0,122419,3321,2.3,0.7,40682,6394,55.8,1.7,115406,6069,32.0,1.6,126325,7416,9.9,1.2,62182,15813,18083,471,122229,4110,61.5,2.1,124439,4176,38.5,2.1,118078,10939,86.3,2.1,130752,3939,9.2,1.5,48632,17372,4.5,1.3,48359,11299,4457,477,69034,7228,54.7,5.5,55533,9457,46.2,5.2,53350,6285,8.5,3.2,82857,34436,45.3,5.5,87584,9238,35.4,4.9,84826,14377,9.9,3.6,90795,46804,20.9,(X),(X),(X),22.3,(X),(X),(X),14.9,(X),(X),(X)
8600000US75035,75035,ZCTA5 75035,15643,402,98058,2784,76.7,2.5,98272,4221,8.9,2.0,101609,9596,0.2,0.2,182583,84040,9.8,1.5,93967,14527,0.0,0.2,-,**,1.5,0.7,42000,21691,2.9,1.2,72202,41779,9.7,1.5,76611,14922,69.5,2.6,98306,4416,1.5,0.7,40156,7102,59.0,2.0,102221,6004,31.8,2.1,96037,10187,7.7,1.2,70926,9049,12867,386,104953,6163,64.6,2.7,108226,4803,35.4,2.7,96827,5779,81.9,2.7,113396,4180,13.0,2.2,60984,10290,5.1,2.0,90642,16120,2776,339,62500,5983,63.7,7.9,62750,6557,55.6,7.8,61071,8910,8.0,3.8,67404,50064,36.3,7.9,61921,20177,30.3,8.2,56964,29086,6.1,3.1,77756,26335,19.5,(X),(X),(X),20.4,(X),(X),(X),12.5,(X),(X),(X)
8600000US75038,75038,ZCTA5 75038,12059,413,46965,2348,42.6,2.3,45870,3963,27.4,2.3,35687,2534,0.4,0.4,19458,59263,23.5,1.8,69159,4033,0.4,0.3,114625,64001,3.9,1.4,47344,15527,1.7,0.8,34798,26998,16.9,2.2,38643,7630,29.8,2.4,48960,6277,8.7,1.7,29821,7694,61.9,2.7,49918,2691,24.5,1.9,44332,7137,4.9,1.0,40625,22554,6255,424,54263,5235,52.4,4.4,45555,5105,47.6,4.4,69767,6684,69.2,4.0,67235,6539,25.4,4.2,32353,3665,5.4,1.8,42037,12708,5804,476,39668,3588,42.5,5.3,32381,5334,35.2,5.2,30640,5052,7.2,2.3,38875,17593,57.5,5.3,45563,7034,44.6,5.0,42784,7475,13.0,3.6,68942,39957,19.3,(X),(X),(X),18.3,(X),(X),(X),19.5,(X),(X),(X)
8600000US75039,75039,ZCTA5 75039,5759,304,62849,6309,65.7,4.4,61740,7295,9.7,2.8,49563,11086,0.3,0.4,42727,44367,17.8,3.6,94107,14627,0.0,0.6,-,**,3.1,1.9,22439,48067,3.3,1.9,22271,68913,11.9,3.4,57500,11091,56.8,5.0,61851,7229,9.8,2.7,37386,9807,66.8,4.8,62447,6346,21.9,4.3,95089,38506,1.5,0.9,64079,176720,2028,291,97368,20593,35.5,8.4,62038,40860,64.5,8.4,111475,22119,81.4,9.8,111100,23687,14.6,9.4,53333,36717,4.0,3.3,103906,96553,3731,351,55869,2776,47.4,7.3,48554,4377,41.7,7.6,47635,4689,5.7,2.6,75568,21346,52.6,7.3,66250,6502,46.2,7.2,65701,7667,6.4,3.5,96429,103077,15.9,(X),(X),(X),16.9,(X),(X),(X),15.3,(X),(X),(X)
8600000US75040,75040,ZCTA5 75040,17655,375,54939,2159,50.4,2.7,60163,4233,14.0,1.6,55287,5539,0.5,0.4,30000,39133,8.6,1.0,56591,16642,0.1,0.1,-,**,20.4,2.2,48442,2253,6.0,1.5,55167,8807,31.7,1.7,48515,2221,40.1,2.1,62003,3323,2.0,0.7,41607,11487,41.0,2.0,55162,4751,43.1,1.9,61045,2656,13.9,1.2,29589,4358,14321,441,56816,2438,54.8,2.2,50295,4155,45.2,2.2,65317,4144,74.0,2.5,65113,3314,16.4,2.0,42813,8600,9.6,1.9,33826,4290,3334,325,37151,4903,61.0,5.5,35871,6088,51.3,5.4,31006,5459,9.7,3.1,63859,13721,39.0,5.5,40089,9285,30.3,5.4,38182,9591,8.7,3.6,62202,62216,17.6,(X),(X),(X),17.2,(X),(X),(X),17.0,(X),(X),(X)
8600000US75041,75041,ZCTA5 75041,9084,281,40547,2615,53.7,2.8,43044,4093,8.7,2.0,35964,6829,0.9,0.5,60598,15490,1.8,0.8,63281,20345,0.0,0.4,-,**,30.1,3.0,38029,4545,4.8,1.5,46150,14370,43.2,3.0,36837,4171,41.5,2.6,46009,6890,4.3,1.4,35093,12387,40.6,2.6,40867,2772,34.9,2.5,49247,7192,20.2,1.6,30516,4687,6712,339,45504,3994,55.5,3.6,38167,4552,44.5,3.6,56819,3346,67.6,3.9,52327,4311,21.6,2.9,25353,4575,10.8,2.4,47685,7411,2372,292,29525,2354,57.0,6.4,24124,2962,49.5,6.8,22245,2339,7.5,3.8,66827,16461,43.0,6.4,35976,2433,26.9,5.3,31667,5976,16.1,6.4,36733,4094,18.3,(X),(X),(X),18.7,(X),(X),(X),16.1,(X),(X),(X)
8600000US75042,75042,ZCTA5 75042,11228,262,42228,2445,46.9,3.7,51241,4464,13.9,2.3,33362,9325,0.2,0.2,85227,96760,10.1,1.9,39332,6939,0.0,0.3,-,**,23.1,3.2,32250,5262,5.8,1.7,41919,8557,38.0,3.1,37990,3684,32.7,2.9,53500,4663,3.6,1.2,30333,13588,43.7,2.6,38952,3187,37.9,2.2,47452,4536,14.9,1.7,38990,6397,8740,327,42636,3106,55.5,3.6,35183,3980,44.5,3.6,48241,5618,63.6,3.8,51326,5589,24.8,3.3,26936,3442,11.6,2.6,30974,4179,2488,258,35333,10448,49.3,6.0,35795,16587,44.7,6.3,36591,15669,4.6,3.0,29205,29491,50.7,6.0,35211,11778,32.7,5.7,22151,3170,18.0,6.0,45061,9692,22.2,(X),(X),(X),23.6,(X),(X),(X),15.4,(X),(X),(X)
8600000US75043,75043,ZCTA5 75043,19759,468,56188,3180,58.4,2.5,60089,2932,21.1,1.9,44675,4343,0.7,0.4,53203,22074,5.7,1.1,90227,13765,0.2,0.2,22150,54770,10.9,1.7,47276,7902,2.9,0.9,48265,10809,19.6,1.8,51314,6734,50.3,2.3,60258,4016,4.9,1.2,42765,16384,37.6,1.9,53358,4239,42.0,2.0,69876,5026,15.5,0.9,39121,2721,14543,502,64162,2914,47.1,2.6,52568,4644,52.9,2.6,74238,4444,69.1,2.6,76540,2088,22.3,2.5,37124,5033,8.5,1.7,47727,6847,5216,494,33076,3723,55.4,5.5,28400,3782,49.5,5.2,27998,4771,5.9,2.8,52344,36428,44.6,5.5,38064,7736,31.5,5.0,34049,4755,13.1,4.2,51973,22518,32.1,(X),(X),(X),33.6,(X),(X),(X),24.2,(X),(X),(X)
8600000US75044,75044,ZCTA5 75044,14856,312,67140,4669,66.2,2.0,74695,5976,9.6,1.7,62500,10207,0.1,0.2,-,**,12.7,1.5,47159,21366,0.1,0.1,-,**,6.4,1.3,48060,3847,4.9,1.5,51774,18381,13.5,1.6,48789,3641,59.8,1.9,77520,5119,3.0,1.3,37723,11334,37.3,2.4,64238,6509,45.4,2.5,78193,6269,14.4,1.3,45462,6120,10983,397,76117,5485,43.7,3.0,69816,5114,56.3,3.0,85758,9290,75.9,3.1,91316,4312,19.5,3.1,44685,5220,4.6,1.4,72830,20915,3873,422,44077,2993,56.2,5.1,37321,7859,47.8,5.6,34451,5304,8.3,3.4,51331,16235,43.8,5.1,48338,4510,33.4,5.6,46104,5025,10.4,4.1,63443,10919,20.0,(X),(X),(X),20.2,(X),(X),(X),16.9,(X),(X),(X)
8600000US75048,75048,ZCTA5 75048,6386,267,87721,5250,77.8,3.9,87867,5601,8.7,2.9,111827,39581,0.6,0.5,61071,50968,6.8,1.7,95729,52230,0.0,0.6,-,**,5.2,2.7,79028,10115,1.0,0.8,89716,14002,14.9,3.2,56708,18099,68.2,4.2,93991,7592,0.8,0.7,53250,16857,47.4,4.0,89681,9818,44.3,3.6,93375,10523,7.5,1.7,49743,16003,5519,198,92537,8618,52.6,3.8,94337,11014,47.4,3.8,89259,11505,83.2,4.0,102535,9848,10.7,2.7,48057,4254,6.1,2.5,69688,36934,867,258,53413,9622,60.2,12.5,50818,25540,48.4,11.9,32984,17002,11.8,10.0,99278,22796,39.8,12.5,61602,23167,32.3,12.1,60156,20285,7.5,5.3,158092,152682,40.6,(X),(X),(X),39.8,(X),(X),(X),43.7,(X),(X),(X)
8600000US75050,75050,ZCTA5 75050,14823,411,41873,2188,70.0,2.5,46517,4172,15.0,2.2,36015,6400,0.9,0.5,27946,23649,2.4,0.9,38321,22009,0.1,0.2,106083,31236,9.9,1.9,38534,5420,1.6,0.7,57529,38051,36.1,2.3,36743,3470,44.9,2.4,51424,2755,9.4,1.7,30700,4758,45.4,2.8,39720,2679,33.1,2.5,53438,6564,12.1,1.4,40795,4542,9325,433,48744,3503,49.2,3.2,39282,2640,50.8,3.2,61555,4293,61.3,3.8,60008,4650,28.5,3.7,28321,2699,10.2,2.2,40767,15705,5498,470,35037,2536,46.0,5.2,32784,3760,39.9,5.4,30699,3588,6.0,2.8,39851,24988,54.0,5.2,37137,4128,45.0,5.9,36695,3977,9.1,3.1,45446,41241,21.1,(X),(X),(X),23.5,(X),(X),(X),15.9,(X),(X),(X)
8600000US75051,75051,ZCTA5 75051,12883,418,37527,1971,64.0,2.4,38564,2796,16.9,1.7,27780,5765,1.1,0.7,78173,48316,2.8,1.0,38555,15251,0.0,0.3,-,**,13.9,2.1,46295,4782,1.2,0.6,30273,2911,44.6,2.6,41158,3749,35.1,2.4,37997,3901,5.9,1.4,16719,15110,42.8,2.9,38793,3036,33.0,2.6,42539,3477,18.3,1.5,33399,5248,9211,414,40688,3442,57.0,3.3,36144,4645,43.0,3.3,48683,3065,62.8,3.4,50105,3693,27.0,3.1,22365,4391,10.2,2.4,31076,2190,3672,412,27083,3334,54.8,5.6,21603,2657,49.5,6.1,20947,2349,5.4,2.4,36542,8339,45.2,5.6,34906,12454,35.3,6.2,31389,8359,9.8,3.4,49676,18531,26.3,(X),(X),(X),27.3,(X),(X),(X),20.8,(X),(X),(X)
8600000US75052,75052,ZCTA5 75052,28097,505,65805,2148,58.7,1.8,66336,2977,24.9,1.5,62509,5344,0.6,0.3,55875,13457,7.7,0.8,72649,8168,0.1,0.1,-,**,6.9,1.1,65558,12727,1.1,0.5,47250,30741,28.0,1.7,53825,5211,38.4,1.9,73624,2957,4.5,1.0,39219,12292,47.0,1.6,62454,5895,39.2,1.7,74475,2636,9.3,0.9,42523,10415,21550,521,73457,1682,57.0,1.9,67758,6441,43.0,1.9,77312,3093,72.6,2.3,82002,3427,19.8,1.9,41276,4339,7.6,1.5,54131,12271,6547,503,45191,4897,52.3,4.9,44522,6547,45.8,4.5,39036,8497,6.5,2.1,74929,34978,47.7,4.9,46071,8328,38.1,4.7,39365,7175,9.6,3.3,65500,15541,21.9,(X),(X),(X),21.6,(X),(X),(X),20.4,(X),(X),(X)
8600000US75054,75054,ZCTA5 75054,1267,168,101089,15763,60.6,9.2,105357,10687,23.7,8.8,66919,13561,0.7,1.3,-,**,6.2,5.8,72813,84635,0.0,2.9,-,**,4.7,5.1,101815,62456,4.1,5.4,106585,36192,13.5,5.3,85074,29657,49.3,9.1,106756,17435,0.0,2.9,-,**,69.0,8.8,100821,17835,29.3,8.3,91406,34195,1.7,2.3,-,**,1150,169,101536,12034,61.7,9.5,105195,7722,38.3,9.5,87353,39230,91.1,6.5,105030,8528,8.9,6.5,66333,52179,0.0,3.2,-,**,117,81,67019,48695,17.9,22.5,67019,38042,17.9,22.5,67019,38042,0.0,26.9,-,**,82.1,22.5,55000,98523,21.4,26.6,74338,20931,60.7,36.9,36849,223738,21.9,(X),(X),(X),21.9,(X),(X),(X),9.4,(X),(X),(X)
8600000US75056,75056,ZCTA5 75056,16583,456,85048,6013,77.4,2.3,81583,5299,6.9,1.5,98029,32271,0.4,0.3,63500,86668,9.6,1.7,101634,8330,0.1,0.2,-,**,2.6,0.9,48813,14619,2.9,1.0,103685,16833,14.4,1.9,56175,2342,66.5,2.8,88756,6981,4.0,1.1,38860,7826,49.9,2.3,90061,6571,39.4,2.1,98895,7320,6.6,1.1,42483,7547,11836,411,101057,2799,56.1,2.8,101727,5698,43.9,2.8,99976,5231,83.5,2.9,107803,3808,11.8,2.8,54815,8541,4.7,1.4,49556,18690,4747,479,49523,6219,54.6,5.5,39499,3683,46.2,5.3,37791,2901,8.4,3.7,83750,19912,45.4,5.5,68007,6276,27.8,4.9,55343,11974,17.6,4.4,76509,21736,16.9,(X),(X),(X),18.5,(X),(X),(X),12.4,(X),(X),(X)
8600000US75057,75057,ZCTA5 75057,4933,212,49092,5257,76.6,4.4,49805,5742,7.9,2.6,42167,12350,0.5,0.5,51250,54157,2.1,1.6,63644,26140,0.0,0.8,-,**,6.0,3.0,45288,16981,6.9,2.8,49667,32837,28.8,4.7,40315,6827,57.9,5.5,52740,5029,6.4,2.4,36250,6609,46.0,4.4,48189,10750,34.9,4.2,53897,12840,12.7,2.3,32039,17838,2850,245,53225,3627,51.0,5.2,45587,8697,49.0,5.2,63977,4195,65.4,7.3,65160,6649,25.6,6.2,33165,17786,9.0,4.9,51069,10277,2083,253,40740,3932,40.6,8.1,38413,6809,32.9,7.1,31667,7817,7.7,4.6,45833,11967,59.4,8.1,44659,12484,43.4,7.3,40917,20410,16.0,6.7,48984,28734,17.4,(X),(X),(X),18.5,(X),(X),(X),14.7,(X),(X),(X)
8600000US75058,75058,ZCTA5 75058,927,132,85139,14794,92.9,4.4,87933,11446,1.7,2.7,-,**,0.0,4.0,-,**,0.0,4.0,-,**,0.4,0.9,-,**,4.6,3.6,59107,38481,0.3,0.7,-,**,9.5,5.6,46250,40341,88.0,5.7,88654,9524,3.1,3.1,26641,8909,37.4,8.3,93045,7388,43.6,9.3,96000,20963,15.9,6.1,28125,9244,781,117,91328,6705,57.6,8.9,88558,18792,42.4,8.9,96103,19378,89.0,5.0,93651,6948,6.3,3.5,28036,10433,4.7,3.8,62396,75109,146,54,26053,10870,56.8,18.5,20313,12052,56.8,18.5,20313,12052,0.0,22.4,-,**,43.2,18.5,56607,64546,24.7,16.8,23333,59538,18.5,17.4,101397,1428,34.8,(X),(X),(X),34.8,(X),(X),(X),34.9,(X),(X),(X)
8600000US75060,75060,ZCTA5 75060,14829,381,46416,3196,71.6,3.0,48494,3054,6.5,1.2,35766,7089,1.1,0.5,30625,34361,5.7,1.2,63781,9563,0.0,0.3,-,**,14.1,2.4,37783,10008,1.1,0.5,56985,21889,41.9,2.1,36328,2106,44.8,2.6,54287,3541,2.8,1.3,18750,12421,42.4,2.4,40221,3900,40.5,2.4,59384,5853,14.2,1.5,34513,4782,11278,335,49154,3653,57.3,3.0,37242,3359,42.7,3.0,65498,4878,68.7,3.4,57738,6215,23.3,3.0,27229,2815,8.1,1.8,26067,8317,3551,317,32420,4328,45.5,4.6,29840,6060,40.2,4.9,27240,4210,5.3,2.3,59896,39488,54.5,4.6,34192,5713,42.3,4.6,30375,5577,12.1,3.3,52301,23189,25.5,(X),(X),(X),25.7,(X),(X),(X),22.5,(X),(X),(X)
8600000US75061,75061,ZCTA5 75061,17657,459,37930,1406,65.5,2.2,40559,1569,10.2,1.6,31558,3447,0.6,0.4,33393,12327,2.8,0.7,40500,13859,0.0,0.2,-,**,20.0,2.0,31169,2564,0.9,0.4,41625,5488,50.9,2.0,33821,3144,35.6,1.8,50331,3978,8.0,1.5,27714,4406,43.6,2.2,35616,2447,34.1,1.9,49155,4096,14.2,1.0,33065,2583,11851,462,40540,1730,59.8,2.2,33059,4111,40.2,2.2,51742,3142,66.0,3.3,46823,3108,22.9,3.0,26872,2444,11.2,2.1,30669,6780,5806,472,30552,1609,51.4,4.1,28667,4766,45.2,4.3,25018,4792,6.3,2.1,52888,15876,48.6,4.1,32053,3452,38.8,4.4,28068,4850,9.8,3.1,53852,4169,27.4,(X),(X),(X),29.1,(X),(X),(X),21.7,(X),(X),(X)
8600000US75062,75062,ZCTA5 75062,16520,430,44367,2035,69.2,2.6,48505,3041,14.6,2.0,32464,3625,0.1,0.1,56000,48524,6.3,1.4,48824,15822,0.0,0.2,-,**,7.0,1.4,28911,6365,2.7,1.1,53375,23377,33.3,2.2,35718,2607,44.0,2.2,59169,4528,6.8,1.3,25938,4078,43.9,2.5,42387,2713,33.4,2.2,55841,2708,16.0,1.2,41531,4928,10252,492,47796,1913,49.0,3.0,39849,5629,51.0,3.0,58614,5250,71.0,3.4,57093,3754,23.0,3.1,32784,6740,6.0,1.8,32155,15104,6268,520,34992,3108,44.9,4.9,33847,3366,38.8,5.1,32482,4712,6.1,1.9,58864,64518,55.1,4.9,37179,6607,42.9,4.9,32099,4009,12.2,2.9,57690,8447,23.6,(X),(X),(X),25.3,(X),(X),(X),19.4,(X),(X),(X)
8600000US75063,75063,ZCTA5 75063,15477,431,65857,3123,49.6,2.8,72604,5345,17.7,2.4,44761,4393,0.2,0.3,46087,18793,29.5,2.6,84181,15515,0.2,0.3,-,**,1.9,0.9,38359,16538,0.9,0.5,32208,29510,7.8,1.5,50809,8558,43.9,2.8,75308,5006,6.8,1.7,36802,11862,61.0,2.5,66657,4286,27.6,2.3,82902,14293,4.6,0.9,61000,20555,9062,461,92755,7741,55.9,3.2,96301,9143,44.1,3.2,84761,12111,78.5,3.3,108358,7536,16.1,3.1,48514,13443,5.4,2.1,42895,15483,6415,549,46517,3208,45.5,5.0,40756,4358,41.9,4.5,39224,5349,3.6,2.0,59559,9018,54.5,5.0,49405,4133,47.5,5.6,49182,5084,6.9,2.9,49777,29987,20.4,(X),(X),(X),22.8,(X),(X),(X),16.5,(X),(X),(X)
